CUDA: False
Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=10031, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptMemory20250724/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.000115, rnn_type='VRNN', hidden_size=62, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1100000, 4700000], qvar=[2.0, 0.5], birthx=[0.3, 0.8], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed1003128', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'turn'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
PPO Args ---> Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=10031, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptMemory20250724/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.000115, rnn_type='VRNN', hidden_size=62, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1100000, 4700000], qvar=[2.0, 0.5], birthx=[0.3, 0.8], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed1003128', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'turn'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
Using Precomputed Plume...
Using Precomputed Plume...
2025-07-24 00:14:43.207 python[37372:39200392] +[NSXPCSharedListener endpointForReply:withListenerName:replyErrorCode:]: an error occurred while attempting to obtain endpoint for listener 'ClientCallsAuxiliary': Connection invalid
2025-07-24 00:14:43.207 python[37369:39200389] +[NSXPCSharedListener endpointForReply:withListenerName:replyErrorCode:]: an error occurred while attempting to obtain endpoint for listener 'ClientCallsAuxiliary': Connection invalid
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x31454ed30>, 't_val_min': 60.0, 'sim_steps_max': 300, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 0.3, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 2.0, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob', 'metabolic', 'turn'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.141592653589793, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 10031, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob', 'metabolic', 'turn']
Using MLPBase
hidden_size 62
Using VanillaRNN
Saved ./trained_models/ExptMemory20250724//plume_20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed1003128.pt.start
Stage: 0/2 - constantx5b5 b0.3 q2.0 n1100000
Saved ./trained_models/ExptMemory20250724/plume_20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed1003128.pt
Update 0/268, T 4096, FPS 407, 50-training-episode: mean/median -77.8/-44.4, min/max -270.9/-0.7
Update 1/268, T 8192, FPS 419, 50-training-episode: mean/median -76.2/-51.9, min/max -342.2/-2.8
Update 2/268, T 12288, FPS 423, 50-training-episode: mean/median -92.5/-62.8, min/max -303.5/-2.1
Update 3/268, T 16384, FPS 420, 50-training-episode: mean/median -79.3/-44.1, min/max -372.1/-1.3
Update 4/268, T 20480, FPS 419, 50-training-episode: mean/median -83.3/-61.5, min/max -338.6/-1.9
Update 5/268, T 24576, FPS 422, 50-training-episode: mean/median -84.6/-74.8, min/max -342.6/-3.7
Update 6/268, T 28672, FPS 423, 50-training-episode: mean/median -99.6/-67.0, min/max -324.3/-2.3
Update 7/268, T 32768, FPS 419, 50-training-episode: mean/median -78.8/-54.5, min/max -367.3/-2.2
Update 8/268, T 36864, FPS 414, 50-training-episode: mean/median -62.8/-48.0, min/max -274.4/-1.5
Update 9/268, T 40960, FPS 416, 50-training-episode: mean/median -76.4/-65.3, min/max -338.8/-2.5
Update 10/268, T 45056, FPS 419, 50-training-episode: mean/median -74.0/-64.0, min/max -182.5/-1.4
Update 11/268, T 49152, FPS 420, 50-training-episode: mean/median -60.5/-40.5, min/max -287.7/4.7
Update 12/268, T 53248, FPS 422, 50-training-episode: mean/median -84.4/-63.9, min/max -304.4/-1.5
Update 13/268, T 57344, FPS 424, 50-training-episode: mean/median -83.5/-70.1, min/max -274.2/-4.2
Update 14/268, T 61440, FPS 425, 50-training-episode: mean/median -66.4/-59.7, min/max -253.2/5.3
Update 15/268, T 65536, FPS 425, 50-training-episode: mean/median -54.9/-46.8, min/max -263.4/-2.1
Update 16/268, T 69632, FPS 425, 50-training-episode: mean/median -58.0/-52.6, min/max -210.3/-0.8
Update 17/268, T 73728, FPS 426, 50-training-episode: mean/median -60.0/-46.5, min/max -167.3/-1.9
Update 18/268, T 77824, FPS 427, 50-training-episode: mean/median -62.2/-52.5, min/max -231.6/-0.9
Update 19/268, T 81920, FPS 427, 50-training-episode: mean/median -56.0/-50.4, min/max -231.2/-1.3
Update 20/268, T 86016, FPS 427, 50-training-episode: mean/median -67.5/-57.7, min/max -261.3/-1.3
Update 21/268, T 90112, FPS 427, 50-training-episode: mean/median -56.9/-40.2, min/max -228.5/16.1
Update 22/268, T 94208, FPS 427, 50-training-episode: mean/median -57.1/-52.2, min/max -271.6/-1.2
Update 23/268, T 98304, FPS 427, 50-training-episode: mean/median -65.9/-63.1, min/max -215.8/-5.1
Update 24/268, T 102400, FPS 428, 50-training-episode: mean/median -70.7/-54.9, min/max -240.2/-5.6
Update 25/268, T 106496, FPS 428, 50-training-episode: mean/median -66.3/-60.7, min/max -187.8/-1.9
Update 26/268, T 110592, FPS 428, 50-training-episode: mean/median -51.8/-43.2, min/max -139.8/-0.7
Update 27/268, T 114688, FPS 429, 50-training-episode: mean/median -67.4/-70.0, min/max -241.2/-0.7
Update 28/268, T 118784, FPS 428, 50-training-episode: mean/median -47.6/-40.5, min/max -136.7/24.0
Update 29/268, T 122880, FPS 428, 50-training-episode: mean/median -58.0/-54.8, min/max -205.7/10.8
Update 30/268, T 126976, FPS 429, 50-training-episode: mean/median -50.1/-41.1, min/max -163.2/8.1
Update 31/268, T 131072, FPS 429, 50-training-episode: mean/median -53.8/-43.9, min/max -146.2/-1.6
Update 32/268, T 135168, FPS 429, 50-training-episode: mean/median -50.1/-46.4, min/max -172.7/25.1
Update 33/268, T 139264, FPS 429, 50-training-episode: mean/median -58.6/-48.2, min/max -296.4/9.3
Update 34/268, T 143360, FPS 429, 50-training-episode: mean/median -51.9/-47.2, min/max -143.4/-1.4
Update 35/268, T 147456, FPS 429, 50-training-episode: mean/median -48.9/-45.7, min/max -113.2/-1.6
Update 36/268, T 151552, FPS 429, 50-training-episode: mean/median -54.1/-41.3, min/max -143.1/12.2
Update 37/268, T 155648, FPS 430, 50-training-episode: mean/median -57.9/-45.3, min/max -191.9/-4.7
Update 38/268, T 159744, FPS 430, 50-training-episode: mean/median -67.2/-58.8, min/max -173.9/-2.1
Update 39/268, T 163840, FPS 430, 50-training-episode: mean/median -51.6/-45.2, min/max -174.9/-1.2
Update 40/268, T 167936, FPS 430, 50-training-episode: mean/median -54.3/-52.5, min/max -204.9/14.2
Update 41/268, T 172032, FPS 430, 50-training-episode: mean/median -53.0/-54.6, min/max -128.0/-0.6
Update 42/268, T 176128, FPS 430, 50-training-episode: mean/median -49.1/-48.4, min/max -143.4/-0.8
Update 43/268, T 180224, FPS 430, 50-training-episode: mean/median -51.7/-44.5, min/max -127.8/-4.2
Update 44/268, T 184320, FPS 430, 50-training-episode: mean/median -50.9/-47.0, min/max -116.2/-1.1
Update 45/268, T 188416, FPS 430, 50-training-episode: mean/median -44.5/-42.9, min/max -94.4/-1.1
Update 46/268, T 192512, FPS 430, 50-training-episode: mean/median -51.4/-52.2, min/max -172.5/-2.0
Update 47/268, T 196608, FPS 430, 50-training-episode: mean/median -40.4/-35.4, min/max -96.5/-1.3
Update 48/268, T 200704, FPS 430, 50-training-episode: mean/median -38.4/-36.1, min/max -102.2/-1.7
Update 49/268, T 204800, FPS 430, 50-training-episode: mean/median -57.8/-55.5, min/max -151.1/-1.8
Update 50/268, T 208896, FPS 430, 50-training-episode: mean/median -44.7/-34.5, min/max -138.9/30.8
Update 51/268, T 212992, FPS 430, 50-training-episode: mean/median -56.3/-57.3, min/max -138.5/34.6
Update 52/268, T 217088, FPS 430, 50-training-episode: mean/median -43.3/-40.7, min/max -109.2/-1.5
Update 53/268, T 221184, FPS 430, 50-training-episode: mean/median -36.7/-31.2, min/max -145.0/-1.7
Update 54/268, T 225280, FPS 430, 50-training-episode: mean/median -44.3/-32.7, min/max -123.3/-1.1
