CUDA: False
Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=13449, cuda_deterministic=False, num_processes=1, num_steps=2048, ppo_epoch=10, num_mini_batch=1, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptWalking20250806/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.00012, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[850000, 100000], qvar=[0.4, 0.5], birthx=[2.5, 2.0], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='walk-v12_20250806_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.52_t850000100000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed134498c', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'found'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
PPO Args ---> Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=13449, cuda_deterministic=False, num_processes=1, num_steps=2048, ppo_epoch=10, num_mini_batch=1, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptWalking20250806/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.00012, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[850000, 100000], qvar=[0.4, 0.5], birthx=[2.5, 2.0], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='walk-v12_20250806_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.52_t850000100000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed134498c', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'found'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x31e45a1f0>, 't_val_min': 10.0, 'sim_steps_max': 1750, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 2.5, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.4, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob', 'metabolic', 'found'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 13449, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob', 'metabolic', 'found']
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x31e45aca0>, 't_val_min': 10.0, 'sim_steps_max': 1750, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 2.5, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.4, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob', 'metabolic', 'found'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 13449, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob', 'metabolic', 'found']
Using MLPBase
hidden_size 64
Using VanillaRNN
Saved ./trained_models/ExptWalking20250806//plume_walk-v12_20250806_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.52_t850000100000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed134498c.pt.start
Stage: 0/2 - constantx5b5 b2.5 q0.4 n850000
Saved ./trained_models/ExptWalking20250806/plume_walk-v12_20250806_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.52_t850000100000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed134498c.pt
Update 0/415, T 2048, FPS 117, 22-training-episode: mean/median 22.8/-0.8, min/max -1.9/102.0
Update 1/415, T 4096, FPS 118, 41-training-episode: mean/median 22.3/-0.8, min/max -1.9/111.5
Update 2/415, T 6144, FPS 120, 50-training-episode: mean/median 22.2/-0.8, min/max -1.9/111.5
Update 3/415, T 8192, FPS 120, 50-training-episode: mean/median 11.9/-0.7, min/max -1.7/111.5
Update 4/415, T 10240, FPS 121, 50-training-episode: mean/median 22.3/-0.7, min/max -1.7/111.1
Update 5/415, T 12288, FPS 122, 50-training-episode: mean/median 28.5/-0.4, min/max -1.8/111.1
Update 6/415, T 14336, FPS 122, 50-training-episode: mean/median 39.1/-0.0, min/max -1.8/111.4
Update 7/415, T 16384, FPS 122, 50-training-episode: mean/median 36.9/-0.2, min/max -1.8/111.4
Update 8/415, T 18432, FPS 122, 50-training-episode: mean/median 31.0/-0.2, min/max -1.8/111.4
Update 9/415, T 20480, FPS 121, 50-training-episode: mean/median 22.4/-0.3, min/max -1.8/111.2
Update 10/415, T 22528, FPS 121, 50-training-episode: mean/median 16.0/-0.3, min/max -1.8/102.1
Update 11/415, T 24576, FPS 121, 50-training-episode: mean/median 21.9/-0.4, min/max -1.8/102.2
Update 12/415, T 26624, FPS 121, 50-training-episode: mean/median 25.9/-0.4, min/max -1.7/102.2
Update 13/415, T 28672, FPS 121, 50-training-episode: mean/median 28.3/-0.4, min/max -1.8/102.2
Update 14/415, T 30720, FPS 121, 50-training-episode: mean/median 22.6/-0.5, min/max -1.8/102.2
Update 15/415, T 32768, FPS 121, 50-training-episode: mean/median 19.0/-0.5, min/max -1.6/111.2
Update 16/415, T 34816, FPS 121, 50-training-episode: mean/median 14.3/-0.6, min/max -1.8/111.2
Update 17/415, T 36864, FPS 121, 50-training-episode: mean/median 11.5/-0.7, min/max -1.8/102.0
Update 18/415, T 38912, FPS 121, 50-training-episode: mean/median 21.7/-0.5, min/max -2.0/102.0
Update 19/415, T 40960, FPS 122, 50-training-episode: mean/median 19.9/-0.6, min/max -2.0/102.0
Update 20/415, T 43008, FPS 122, 50-training-episode: mean/median 20.2/-0.5, min/max -1.8/102.0
Update 21/415, T 45056, FPS 122, 50-training-episode: mean/median 18.1/-0.6, min/max -2.0/111.4
Update 22/415, T 47104, FPS 122, 50-training-episode: mean/median 26.2/-0.5, min/max -2.0/111.4
Update 23/415, T 49152, FPS 122, 50-training-episode: mean/median 30.4/-0.3, min/max -1.9/111.4
Update 24/415, T 51200, FPS 123, 50-training-episode: mean/median 34.5/-0.2, min/max -1.9/102.3
Update 25/415, T 53248, FPS 123, 50-training-episode: mean/median 38.6/-0.1, min/max -1.8/111.2
Update 26/415, T 55296, FPS 123, 50-training-episode: mean/median 30.9/-0.4, min/max -2.1/111.2
Update 27/415, T 57344, FPS 123, 50-training-episode: mean/median 26.6/-0.3, min/max -2.4/110.9
Update 28/415, T 59392, FPS 123, 50-training-episode: mean/median 24.4/-0.4, min/max -2.4/102.2
Update 29/415, T 61440, FPS 123, 50-training-episode: mean/median 22.2/-0.4, min/max -1.7/102.2
Update 30/415, T 63488, FPS 123, 50-training-episode: mean/median 26.3/-0.4, min/max -1.7/102.2
Update 31/415, T 65536, FPS 123, 50-training-episode: mean/median 26.5/-0.3, min/max -2.0/102.2
Update 32/415, T 67584, FPS 124, 50-training-episode: mean/median 34.5/-0.3, min/max -2.0/102.2
Update 33/415, T 69632, FPS 124, 50-training-episode: mean/median 34.4/-0.4, min/max -2.1/111.6
Update 34/415, T 71680, FPS 124, 50-training-episode: mean/median 26.8/-0.5, min/max -2.1/111.6
Update 35/415, T 73728, FPS 124, 50-training-episode: mean/median 10.7/-0.6, min/max -1.9/111.4
Update 36/415, T 75776, FPS 123, 50-training-episode: mean/median 12.1/-0.8, min/max -2.2/111.4
Update 37/415, T 77824, FPS 123, 50-training-episode: mean/median 15.9/-0.6, min/max -2.2/102.2
Update 38/415, T 79872, FPS 124, 50-training-episode: mean/median 24.1/-0.4, min/max -1.9/111.3
Update 39/415, T 81920, FPS 123, 50-training-episode: mean/median 18.3/-0.6, min/max -1.7/111.3
Update 40/415, T 83968, FPS 123, 50-training-episode: mean/median 14.2/-0.6, min/max -2.3/111.3
Update 41/415, T 86016, FPS 123, 50-training-episode: mean/median 16.1/-0.4, min/max -2.3/111.2
Update 42/415, T 88064, FPS 123, 50-training-episode: mean/median 20.1/-0.3, min/max -1.6/110.9
Update 43/415, T 90112, FPS 123, 50-training-episode: mean/median 20.1/-0.3, min/max -1.6/110.9
Update 44/415, T 92160, FPS 123, 50-training-episode: mean/median 16.2/-0.3, min/max -1.6/110.9
Update 45/415, T 94208, FPS 123, 50-training-episode: mean/median 8.1/-0.5, min/max -1.6/101.5
Update 46/415, T 96256, FPS 123, 50-training-episode: mean/median 4.4/-0.6, min/max -1.6/101.5
Update 47/415, T 98304, FPS 123, 50-training-episode: mean/median 6.2/-0.6, min/max -1.7/101.5
Update 48/415, T 100352, FPS 124, 50-training-episode: mean/median 3.8/-0.6, min/max -1.7/101.5
Update 49/415, T 102400, FPS 123, 50-training-episode: mean/median 7.5/-0.6, min/max -1.7/101.6
Update 50/415, T 104448, FPS 123, 50-training-episode: mean/median 13.8/-0.6, min/max -1.7/110.7
Update 51/415, T 106496, FPS 123, 50-training-episode: mean/median 17.9/-0.7, min/max -1.7/110.7
Update 52/415, T 108544, FPS 124, 50-training-episode: mean/median 15.6/-0.6, min/max -1.7/101.9
Update 53/415, T 110592, FPS 123, 50-training-episode: mean/median 7.5/-0.6, min/max -1.7/101.9
Update 54/415, T 112640, FPS 123, 50-training-episode: mean/median 7.5/-0.5, min/max -1.7/101.7
Update 55/415, T 114688, FPS 123, 50-training-episode: mean/median 7.8/-0.6, min/max -1.8/101.9
Update 56/415, T 116736, FPS 123, 50-training-episode: mean/median 14.2/-0.6, min/max -1.8/102.2
Update 57/415, T 118784, FPS 123, 50-training-episode: mean/median 20.5/-0.6, min/max -1.7/111.3
Update 58/415, T 120832, FPS 123, 50-training-episode: mean/median 24.4/-0.5, min/max -1.8/111.6
Update 59/415, T 122880, FPS 123, 50-training-episode: mean/median 20.3/-0.4, min/max -1.8/111.6
Update 60/415, T 124928, FPS 123, 50-training-episode: mean/median 20.3/-0.4, min/max -1.8/111.6
Update 61/415, T 126976, FPS 123, 50-training-episode: mean/median 18.0/-0.6, min/max -1.7/111.6
Update 62/415, T 129024, FPS 123, 50-training-episode: mean/median 17.6/-0.7, min/max -1.6/102.1
Update 63/415, T 131072, FPS 123, 50-training-episode: mean/median 15.9/-0.8, min/max -1.7/111.2
Update 64/415, T 133120, FPS 123, 50-training-episode: mean/median 16.1/-0.7, min/max -1.7/111.2
